20 1457700952 0.000031 0.400000 0.000031 0.000032 0.000000
23 1457700952 0.000092 0.400000 0.000086 0.000097 0.000000
20 1457700953 0.000031 0.400000 0.000031 0.000032 0.000000
23 1457700953 0.000092 0.400000 0.000086 0.000097 0.000000
20 1457700954 0.000031 0.400000 0.000031 0.000032 0.000000
23 1457700954 0.000092 0.400000 0.000086 0.000097 0.000000
20 1457700955 0.000031 0.400000 0.000031 0.000032 0.000000
23 1457700955 0.000092 0.400000 0.000086 0.000097 0.000000
20 1457700956 0.000031 0.400000 0.000031 0.000032 0.000000
23 1457700956 0.000092 0.400000 0.000086 0.000097 0.000000
29 1457700962 0.000011 0.400000 0.000010 0.000012 0.000000
26 1457700962 10.045782 0.400000 10.045388 10.046177 40.367098
32 1457700962 0.000020 0.400000 0.000018 0.000023 0.000000
29 1457700963 0.000011 0.400000 0.000010 0.000012 0.000000
26 1457700963 10.045782 0.400000 10.045388 10.046177 40.367098
32 1457700963 0.000020 0.400000 0.000018 0.000023 0.000000
26 1457700964 10.045782 0.400000 10.045388 10.046177 40.367098
29 1457700964 0.000011 0.400000 0.000010 0.000012 0.000000
32 1457700964 0.000020 0.400000 0.000018 0.000023 0.000000
29 1457700965 0.000011 0.400000 0.000010 0.000012 0.000000
26 1457700965 10.045782 0.400000 10.045388 10.046177 40.367098
32 1457700965 0.000020 0.400000 0.000018 0.000023 0.000000
29 1457700966 0.000011 0.400000 0.000010 0.000012 0.000000
26 1457700966 10.045782 0.400000 10.045388 10.046177 40.367098
32 1457700966 0.000020 0.400000 0.000018 0.000023 0.000000
20 1457700967 0.000036 0.400000 0.000031 0.000042 0.000000
23 1457700967 0.000054 0.400000 0.000050 0.000058 0.000000
20 1457700968 0.000036 0.400000 0.000031 0.000042 0.000000
23 1457700968 0.000054 0.400000 0.000050 0.000058 0.000000
20 1457700969 0.000036 0.400000 0.000031 0.000042 0.000000
23 1457700969 0.000054 0.400000 0.000050 0.000058 0.000000
20 1457700970 0.000036 0.400000 0.000031 0.000042 0.000000
23 1457700970 0.000054 0.400000 0.000050 0.000058 0.000000
20 1457700971 0.000036 0.400000 0.000031 0.000042 0.000000
23 1457700971 0.000054 0.400000 0.000050 0.000058 0.000000
20 1457700972 0.000018 0.400000 0.000018 0.000018 0.000000
35 1457700972 20.094519 0.400000 20.091087 20.097952 161.515888
20 1457700973 0.000018 0.400000 0.000018 0.000018 0.000000
35 1457700973 20.094519 0.400000 20.091087 20.097952 161.515888
20 1457700974 0.000018 0.400000 0.000018 0.000018 0.000000
35 1457700974 20.094519 0.400000 20.091087 20.097952 161.515888
20 1457700975 0.000018 0.400000 0.000018 0.000018 0.000000
20 1457700976 0.000018 0.400000 0.000018 0.000018 0.000000
35 1457700975 20.094519 0.400000 20.091087 20.097952 161.515888
35 1457700976 20.094519 0.400000 20.091087 20.097952 161.515888
29 1457700977 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700977 10.046571 0.400000 10.046120 10.047023 40.373440
32 1457700977 0.000025 0.400000 0.000020 0.000029 0.000000
29 1457700978 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700978 10.046571 0.400000 10.046120 10.047023 40.373440
32 1457700978 0.000025 0.400000 0.000020 0.000029 0.000000
29 1457700979 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700979 10.046571 0.400000 10.046120 10.047023 40.373440
32 1457700979 0.000025 0.400000 0.000020 0.000029 0.000000
29 1457700980 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700980 10.046571 0.400000 10.046120 10.047023 40.373440
32 1457700980 0.000025 0.400000 0.000020 0.000029 0.000000
29 1457700981 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700981 10.046571 0.400000 10.046120 10.047023 40.373440
32 1457700981 0.000025 0.400000 0.000020 0.000029 0.000000
29 1457700982 0.000006 0.400000 0.000006 0.000007 0.000000
26 1457700982 10.044090 0.400000 10.042092 10.046087 40.353496
20 1457700982 0.000036 0.400000 0.000033 0.000039 0.000000
23 1457700982 0.000056 0.400000 0.000055 0.000057 0.000000
32 1457700982 0.000017 0.400000 0.000016 0.000019 0.000000
29 1457700983 0.000006 0.400000 0.000006 0.000007 0.000000
26 1457700983 10.044090 0.400000 10.042092 10.046087 40.353496
20 1457700983 0.000036 0.400000 0.000033 0.000039 0.000000
23 1457700983 0.000056 0.400000 0.000055 0.000057 0.000000
32 1457700983 0.000017 0.400000 0.000016 0.000019 0.000000
29 1457700984 0.000006 0.400000 0.000006 0.000007 0.000000
26 1457700984 10.044090 0.400000 10.042092 10.046087 40.353496
20 1457700984 0.000036 0.400000 0.000033 0.000039 0.000000
23 1457700984 0.000056 0.400000 0.000055 0.000057 0.000000
32 1457700984 0.000017 0.400000 0.000016 0.000019 0.000000
29 1457700985 0.000006 0.400000 0.000006 0.000007 0.000000
26 1457700985 10.044090 0.400000 10.042092 10.046087 40.353496
20 1457700985 0.000036 0.400000 0.000033 0.000039 0.000000
23 1457700985 0.000056 0.400000 0.000055 0.000057 0.000000
32 1457700985 0.000017 0.400000 0.000016 0.000019 0.000000
29 1457700986 0.000006 0.400000 0.000006 0.000007 0.000000
26 1457700986 10.044090 0.400000 10.042092 10.046087 40.353496
20 1457700986 0.000036 0.400000 0.000033 0.000039 0.000000
23 1457700986 0.000056 0.400000 0.000055 0.000057 0.000000
32 1457700986 0.000017 0.400000 0.000016 0.000019 0.000000
20 1457700987 0.000022 0.400000 0.000022 0.000023 0.000000
35 1457700987 20.076092 0.400000 20.060295 20.091888 161.219882
20 1457700988 0.000022 0.400000 0.000022 0.000023 0.000000
35 1457700988 20.076092 0.400000 20.060295 20.091888 161.219882
20 1457700989 0.000022 0.400000 0.000022 0.000023 0.000000
35 1457700989 20.076092 0.400000 20.060295 20.091888 161.219882
20 1457700990 0.000022 0.400000 0.000022 0.000023 0.000000
35 1457700990 20.076092 0.400000 20.060295 20.091888 161.219882
20 1457700991 0.000022 0.400000 0.000022 0.000023 0.000000
35 1457700991 20.076092 0.400000 20.060295 20.091888 161.219882
29 1457700992 0.000008 0.400000 0.000007 0.000008 0.000000
26 1457700992 10.046076 0.400000 10.046022 10.046130 40.369457
20 1457700992 0.000022 0.400000 0.000022 0.000022 0.000000
32 1457700992 0.000025 0.400000 0.000023 0.000027 0.000000
35 1457700992 20.089761 0.400000 20.087794 20.091729 161.439406
29 1457700993 0.000008 0.400000 0.000007 0.000008 0.000000
26 1457700993 10.046076 0.400000 10.046022 10.046130 40.369457
20 1457700993 0.000022 0.400000 0.000022 0.000022 0.000000
32 1457700993 0.000025 0.400000 0.000023 0.000027 0.000000
35 1457700993 20.089761 0.400000 20.087794 20.091729 161.439406
29 1457700994 0.000008 0.400000 0.000007 0.000008 0.000000
26 1457700994 10.046076 0.400000 10.046022 10.046130 40.369457
20 1457700994 0.000022 0.400000 0.000022 0.000022 0.000000
32 1457700994 0.000025 0.400000 0.000023 0.000027 0.000000
35 1457700994 20.089761 0.400000 20.087794 20.091729 161.439406
29 1457700995 0.000008 0.400000 0.000007 0.000008 0.000000
26 1457700995 10.046076 0.400000 10.046022 10.046130 40.369457
20 1457700995 0.000022 0.400000 0.000022 0.000022 0.000000
32 1457700995 0.000025 0.400000 0.000023 0.000027 0.000000
35 1457700995 20.089761 0.400000 20.087794 20.091729 161.439406
29 1457700996 0.000008 0.400000 0.000007 0.000008 0.000000
26 1457700996 10.046076 0.400000 10.046022 10.046130 40.369457
20 1457700996 0.000022 0.400000 0.000022 0.000022 0.000000
32 1457700996 0.000025 0.400000 0.000023 0.000027 0.000000
35 1457700996 20.089761 0.400000 20.087794 20.091729 161.439406
29 1457700997 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700997 10.041538 0.400000 10.036999 10.046078 40.333006
20 1457700997 0.000019 0.400000 0.000017 0.000021 0.000000
23 1457700997 0.000152 0.400000 0.000148 0.000156 0.000000
32 1457700997 0.000015 0.400000 0.000015 0.000016 0.000000
29 1457700998 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457700998 10.041538 0.400000 10.036999 10.046078 40.333006
20 1457700998 0.000019 0.400000 0.000017 0.000021 0.000000
23 1457700998 0.000152 0.400000 0.000148 0.000156 0.000000
32 1457700998 0.000015 0.400000 0.000015 0.000016 0.000000
20 1457700999 0.000019 0.400000 0.000017 0.000021 0.000000
26 1457700999 10.041538 0.400000 10.036999 10.046078 40.333006
29 1457700999 0.000007 0.400000 0.000007 0.000007 0.000000
32 1457700999 0.000015 0.400000 0.000015 0.000016 0.000000
23 1457700999 0.000152 0.400000 0.000148 0.000156 0.000000
29 1457701000 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457701000 10.041538 0.400000 10.036999 10.046078 40.333006
20 1457701000 0.000019 0.400000 0.000017 0.000021 0.000000
23 1457701000 0.000152 0.400000 0.000148 0.000156 0.000000
32 1457701000 0.000015 0.400000 0.000015 0.000016 0.000000
29 1457701001 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457701001 10.041538 0.400000 10.036999 10.046078 40.333006
20 1457701001 0.000019 0.400000 0.000017 0.000021 0.000000
23 1457701001 0.000152 0.400000 0.000148 0.000156 0.000000
32 1457701001 0.000015 0.400000 0.000015 0.000016 0.000000
29 1457701002 0.000008 0.400000 0.000006 0.000010 0.000000
26 1457701002 10.045214 0.400000 10.045108 10.045319 40.362526
20 1457701002 0.002923 0.400000 0.000023 0.005824 0.000007
32 1457701002 0.000023 0.400000 0.000016 0.000030 0.000000
35 1457701002 20.091772 0.400000 20.091721 20.091823 161.471720
29 1457701003 0.000008 0.400000 0.000006 0.000010 0.000000
26 1457701003 10.045214 0.400000 10.045108 10.045319 40.362526
20 1457701003 0.002923 0.400000 0.000023 0.005824 0.000007
32 1457701003 0.000023 0.400000 0.000016 0.000030 0.000000
35 1457701003 20.091772 0.400000 20.091721 20.091823 161.471720
20 1457701004 0.002923 0.400000 0.000023 0.005824 0.000007
35 1457701004 20.091772 0.400000 20.091721 20.091823 161.471720
26 1457701004 10.045214 0.400000 10.045108 10.045319 40.362526
29 1457701004 0.000008 0.400000 0.000006 0.000010 0.000000
32 1457701004 0.000023 0.400000 0.000016 0.000030 0.000000
29 1457701005 0.000008 0.400000 0.000006 0.000010 0.000000
26 1457701005 10.045214 0.400000 10.045108 10.045319 40.362526
20 1457701005 0.002923 0.400000 0.000023 0.005824 0.000007
32 1457701005 0.000023 0.400000 0.000016 0.000030 0.000000
35 1457701005 20.091772 0.400000 20.091721 20.091823 161.471720
29 1457701006 0.000008 0.400000 0.000006 0.000010 0.000000
26 1457701006 10.045214 0.400000 10.045108 10.045319 40.362526
20 1457701006 0.002923 0.400000 0.000023 0.005824 0.000007
32 1457701006 0.000023 0.400000 0.000016 0.000030 0.000000
35 1457701006 20.091772 0.400000 20.091721 20.091823 161.471720
29 1457701007 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457701007 10.047080 0.400000 10.047016 10.047143 40.377523
20 1457701007 0.000021 0.400000 0.000018 0.000024 0.000000
32 1457701007 0.000026 0.400000 0.000023 0.000030 0.000000
35 1457701007 20.082703 0.400000 20.066940 20.098467 161.326091
29 1457701008 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457701008 10.047080 0.400000 10.047016 10.047143 40.377523
20 1457701008 0.000021 0.400000 0.000018 0.000024 0.000000
32 1457701008 0.000026 0.400000 0.000023 0.000030 0.000000
35 1457701008 20.082703 0.400000 20.066940 20.098467 161.326091
20 1457701009 0.000021 0.400000 0.000018 0.000024 0.000000
35 1457701009 20.082703 0.400000 20.066940 20.098467 161.326091
26 1457701009 10.047080 0.400000 10.047016 10.047143 40.377523
29 1457701009 0.000007 0.400000 0.000007 0.000007 0.000000
32 1457701009 0.000026 0.400000 0.000023 0.000030 0.000000
29 1457701010 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457701010 10.047080 0.400000 10.047016 10.047143 40.377523
20 1457701010 0.000021 0.400000 0.000018 0.000024 0.000000
32 1457701010 0.000026 0.400000 0.000023 0.000030 0.000000
35 1457701010 20.082703 0.400000 20.066940 20.098467 161.326091
29 1457701011 0.000007 0.400000 0.000007 0.000007 0.000000
26 1457701011 10.047080 0.400000 10.047016 10.047143 40.377523
20 1457701011 0.000021 0.400000 0.000018 0.000024 0.000000
32 1457701011 0.000026 0.400000 0.000023 0.000030 0.000000
35 1457701011 20.082703 0.400000 20.066940 20.098467 161.326091
29 1457701012 0.000007 0.400000 0.000007 0.000008 0.000000
26 1457701012 10.045143 0.400000 10.044219 10.046068 40.361963
20 1457701012 0.000021 0.800000 0.000018 0.000023 0.000000
23 1457701012 0.000054 0.400000 0.000052 0.000055 0.000000
32 1457701012 0.004384 0.400000 0.000016 0.008752 0.000015
35 1457701012 20.090831 0.400000 20.090724 20.090938 161.456595
29 1457701013 0.000007 0.400000 0.000007 0.000008 0.000000
26 1457701013 10.045143 0.400000 10.044219 10.046068 40.361963
20 1457701013 0.000021 0.800000 0.000018 0.000023 0.000000
23 1457701013 0.000054 0.400000 0.000052 0.000055 0.000000
32 1457701013 0.004384 0.400000 0.000016 0.008752 0.000015
35 1457701013 20.090831 0.400000 20.090724 20.090938 161.456595
20 1457701014 0.000021 0.800000 0.000018 0.000023 0.000000
35 1457701014 20.090831 0.400000 20.090724 20.090938 161.456595
26 1457701014 10.045143 0.400000 10.044219 10.046068 40.361963
